rel_id;change_type;category;restriction_old;restriction_new;except_old;except_new;from_ways;via;to_ways
7119171;restriction_removed;turn_restriction;restriction=only_right_turn;;;;164184202;12439095107;164184207
7208642;restriction_removed;turn_restriction;restriction=only_straight_on;;;;26376323;276792447;87413397
7208643;restriction_removed;turn_restriction;restriction=only_right_turn;;;;25397208;276792440;478323700
7208644;restriction_removed;turn_restriction;restriction=only_left_turn;;;;26376323;276792448;478323701
7208645;restriction_removed;turn_restriction;restriction=only_straight_on;;;;478323701;276792448;32109273
7208646;restriction_removed;turn_restriction;restriction=only_straight_on;;;;478323701;25951387;4709319
11003735;restriction_removed;turn_restriction;restriction=only_left_turn;;;;792535042;1838786011;1221780329
11003736;restriction_removed;turn_restriction;restriction=only_straight_on;;;;792535041;1838786011;1221780329
12202543;restriction_removed;turn_restriction;restriction=only_straight_on;;;;896277233;8331415922;896277235
12202544;restriction_removed;turn_restriction;restriction=only_straight_on;;;;896277242;60646771;896277238
12202545;restriction_removed;turn_restriction;restriction=only_straight_on;;;;896277235;8331415923;896277243
12202546;restriction_removed;turn_restriction;restriction=only_straight_on;;;;481388667;8331415923;896277242
12283565;restriction_removed;turn_restriction;restriction=no_left_turn;;;;483627227;483627222;904547869
12283566;restriction_removed;turn_restriction;restriction=no_right_turn;;;;483627216;550955134,904547871;904547870
12283567;restriction_removed;turn_restriction;restriction=no_right_turn;;;;483627216;904547871;550955134
12462881;restriction_removed;turn_restriction;restriction=no_right_turn;;;;1318198301;6436144743;918867255
12462882;restriction_removed;turn_restriction;restriction=no_left_turn;;;;818164143;2327395116;131700951
12462885;restriction_removed;turn_restriction;restriction=no_right_turn;;;;632502704;30727076;4630067
12462887;restriction_removed;turn_restriction;restriction=no_right_turn;;;;632502704;223888361,223888370;4790377
12502481;restriction_removed;turn_restriction;restriction=only_straight_on;;;;109248222;2742509030;268960950
12691474;restriction_removed;turn_restriction;restriction=no_u_turn;;;;940968330;3406725838;940968330
12691477;restriction_removed;turn_restriction;restriction=no_u_turn;;;;940962633;3406725838;940962633
14916322;restriction_removed;turn_restriction;restriction=no_u_turn;;;;1434162833;131700952;164446410
17287593;restriction_removed;turn_restriction;restriction=only_straight_on;;;;142147143;29527228;1216062677
17897579;restriction_removed;turn_restriction;restriction=only_straight_on;;;;1228821292;12086868558;1305006952
18279049;restriction_removed;turn_restriction;restriction=no_right_turn;;;;360156805;483434;896731161
18344324;restriction_removed;turn_restriction;restriction=no_left_turn;;;;130038092;243770354;171874471
18344325;restriction_removed;turn_restriction;restriction=no_left_turn;;;;130038091;1433464513;32857621
18882009;restriction_removed;turn_restriction;restriction=no_u_turn;;;;940968330;245573152;940968330
19311126;restriction_removed;turn_restriction;restriction=no_u_turn;;;;8095453;65626587;8095453
19311127;restriction_removed;turn_restriction;restriction=no_left_turn;;;;8095453;65626587;1367998203
19317792;restriction_removed;turn_restriction;restriction=only_straight_on;;;;1411859702;12973704767;1411859699
19317793;restriction_removed;turn_restriction;restriction=only_straight_on;;;;217398116;12919464692;1411859700
19683395;restriction_removed;turn_restriction;restriction=no_left_turn;;;;118322527;1308345034;180964438
19683397;restriction_removed;turn_restriction;restriction=no_u_turn;;;;118322527;8520784640;118322527
19683398;restriction_removed;turn_restriction;restriction=no_right_turn;;;;118322527;8520784640;10157972
19697382;restriction_removed;turn_restriction;restriction=only_straight_on;;;;1436920960;8510653295;761320182
19724326;restriction_removed;turn_restriction;restriction=only_right_turn;;;;1356955341;1042071169;521809343
19724327;restriction_removed;turn_restriction;restriction=only_straight_on;;;;1356955341;1042071169;521809341
92743;restriction_changed;turn_restriction;restriction=no_left_turn;restriction=no_left_turn;;psv;1442902019;251975;309632703
1618475;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;1464178151;25665985;907484652
1918018;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;333131932;13296270022;141563530
2293150;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;1539415827;25376807;1049175470
3346637;restriction_changed;turn_restriction;restriction=only_right_turn;restriction=only_right_turn;;;1504450428;25936248;118322531
3738160;restriction_changed;turn_restriction;restriction=only_left_turn;restriction=only_straight_on;;;164184202;12439095107;1460006780
5902626;restriction_changed;turn_restriction;restriction=only_right_turn;restriction=only_right_turn;;;1533816822;21298886;4017976
6989775;restriction_changed;turn_restriction;restriction=no_left_turn;restriction=no_left_turn;;;4704709;1478867350;134506628
6991747;restriction_changed;turn_restriction;restriction=no_left_turn;restriction=no_left_turn;;;1462343406;60952010;475547250
7086065;restriction_changed;turn_restriction;restriction=only_right_turn;restriction=only_right_turn;;;481376396,1545848054;21596993;16076773
7086068;restriction_changed;turn_restriction;restriction=no_right_turn;restriction=no_right_turn;;;481376391;105049236;925509795
7086330;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;29169623;296437544;481388306
7086342;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;896277238;60646773;481388668
7090396;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;1460011155;21631587;481583654
7095529;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;364622781;;98491976
7100188;restriction_changed;turn_restriction;restriction=no_right_turn;restriction=no_right_turn;;;638353056;6016473853;1457146151
7111064;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;32842455;1271033429;1495843460
7119173;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;1327950178;12439095107;1460006778
7134394;restriction_changed;turn_restriction;restriction=no_left_turn;restriction=no_left_turn;;;1554599347;276837869;25401486
7138485;restriction_changed;turn_restriction;restriction=no_u_turn;restriction=no_u_turn;;;1554735143;25952587;1554735143
8315933;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;506415018;704076;1549634890
9507295;restriction_changed;turn_restriction;restriction=no_left_turn;restriction=no_left_turn;;;1520884742;8678443172;685149410
9519946;restriction_changed;turn_restriction;restriction=only_right_turn;restriction=only_right_turn;;;32565562;366272426;1553867374
10450080;restriction_changed;turn_restriction;restriction=no_u_turn;restriction=no_u_turn;;;757443948;21713708;1470235403
12477312;restriction_changed;turn_restriction;restriction=only_straight_on;restriction=only_straight_on;;;1530947410;32438879;24731712
14658165;restriction_changed;turn_restriction;restriction=only_right_turn;restriction=only_right_turn;;;30807423;341383143;1479406182
15046551;restriction_changed;turn_restriction;restriction=no_u_turn;restriction=no_u_turn;;;1124788911;;1124788912
15046552;restriction_changed;turn_restriction;restriction=no_u_turn;restriction=no_u_turn;;;1124788910;1124788911;
18050904;restriction_changed;turn_restriction;restriction=no_u_turn;restriction=no_u_turn;;;1444979766;344184509;30954285
19324222;restriction_changed;turn_restriction;restriction=no_u_turn;restriction=no_u_turn;;;;1124788912;1124788910
19324224;restriction_changed;turn_restriction;restriction=no_straight_on;restriction=no_straight_on;;;1011898551;;310805115
19538507;restriction_changed;turn_restriction;restriction=no_left_turn;restriction=no_left_turn;;;1425776078;32436375;1464007438
19681258;restriction_changed;turn_restriction;restriction=no_u_turn;restriction=no_u_turn;;;1454588626;21453198;1454588626
19681259;restriction_changed;turn_restriction;restriction=no_u_turn;restriction=no_u_turn;;;1553306351;21453198;1553306351
19683396;restriction_changed;turn_restriction;restriction=no_u_turn;restriction=no_u_turn;;;1457108271;1308345034;1457108271
