way_id;change_type;category;attribute;value_old;value_new;name;highway;length_m;confidence;note;speed_kph_old;speed_kph_new;speed_delta
27609112;attr_changed;classification;highway;trunk;secondary|trunk;Spořilovská;secondary|trunk;1261.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
27620514;attr_changed;classification;highway;trunk;trunk_link;;trunk_link;292.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
27622542;attr_changed;classification;highway;trunk;trunk|trunk_link;Jižní spojka;trunk|trunk_link;2829.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
27629359;attr_changed;classification;highway;secondary;residential|tertiary;Letenská;residential|tertiary;406.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
27629360;attr_changed;classification;highway;secondary;residential|tertiary;Letenská;residential|tertiary;406.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
27637382;attr_changed;classification;highway;motorway_link|secondary;motorway_link|trunk_link;;motorway_link|trunk_link;416.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
27669364;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;53.3;high;;;;
27792986;attr_changed;classification;highway;secondary;trunk_link;;trunk_link;282.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
27792989;attr_changed;classification;highway;secondary;trunk_link;;trunk_link;282.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
27852193;attr_changed;classification;highway;secondary;residential;Smetanovo nábřeží;residential;47.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
28159873;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;214.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
28159874;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;186.3;high;;;;
28159876;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;40.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
28159889;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;215.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
28311614;attr_changed;classification;highway;tertiary;residential;Lidická|Palackého most;residential;259.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
28521716;attr_changed;classification;highway;secondary;residential|tertiary;Letenská;residential|tertiary;406.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
28806985;attr_changed;classification;highway;tertiary;secondary;Pod Táborem;secondary;608.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
28807770;attr_changed;classification;highway;tertiary;tertiary_link;;tertiary_link;14.5;high;;;;
28917090;attr_changed;classification;highway;tertiary;residential;Štefánikova;residential;66.1;high;;;;
29117099;attr_changed;classification;highway;secondary_link;tertiary_link;Vinohradská;tertiary_link;39.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
29363004;attr_changed;classification;highway;primary_link;trunk_link;;trunk_link;266.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
29363005;attr_changed;classification;highway;primary_link;trunk_link;;trunk_link;34.8;high;;;;
29363044;attr_changed;classification;highway;primary_link;trunk_link;;trunk_link;62.6;high;;;;
30096530;attr_changed;classification;highway;primary;secondary;Patočkova;secondary;200.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
30096686;attr_changed;classification;highway;secondary;residential;Újezd;residential;88.2;high;;;;
30096772;attr_changed;classification;highway;tertiary;residential;Arbesovo náměstí;residential;34.8;high;;;;
30168600;attr_changed;classification;highway;primary;secondary;Partyzánská;secondary;42.1;high;;;;
30169243;attr_changed;classification;highway;secondary;residential;Masarykovo nábřeží;residential;141.5;high;;;;
30324001;attr_changed;classification;highway;tertiary;residential;Na Poříčí;residential;105.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
30334627;attr_changed;classification;highway;trunk;trunk_link;;trunk_link;221.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
30619203;attr_changed;classification;highway;secondary;residential;Smetanovo nábřeží;residential;47.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
30624898;attr_changed;classification;highway;primary;secondary;Vltavská;secondary;21.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
30765663;attr_changed;classification;highway;secondary;residential|tertiary;Letenská;residential|tertiary;452.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
30808964;attr_changed;classification;highway;primary;secondary;5. května;secondary;612.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
30808966;attr_changed;classification;highway;primary|trunk;secondary|trunk;5. května;secondary|trunk;513.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
30808968;attr_changed;classification;highway;primary;secondary;5. května;secondary;612.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
30918877;attr_changed;classification;highway;residential;living_street;Ke Krčské stráni;living_street;114.3;high;;;;
31031295;attr_changed;classification;highway;secondary;residential;Malostranské náměstí;residential;102.9;high;;;;
31172031;attr_changed;classification;highway;residential|unclassified;unclassified;;unclassified;614.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
31286580;attr_changed;classification;highway;living_street|residential;living_street;Staňkovská;living_street;125.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
31776958;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;61.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
31928987;attr_changed;classification;highway;tertiary;living_street|tertiary;Hlubočepská;living_street|tertiary;124.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
31929039;attr_changed;classification;highway;primary;trunk_link;;trunk_link;380.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
31929040;attr_changed;classification;highway;primary;trunk;Strakonická;trunk;869.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
31929041;attr_changed;classification;highway;primary;trunk;Strakonická;trunk;869.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
32085755;attr_changed;classification;highway;living_street;living_street|residential;Nad Hradním vodojemem;living_street|residential;99.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
32343105;attr_changed;classification;highway;trunk;trunk|trunk_link;Jižní spojka;trunk|trunk_link;2829.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
32343107;attr_changed;classification;highway;trunk;trunk|trunk_link;Jižní spojka;trunk|trunk_link;2829.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
32405640;attr_changed;classification;highway;secondary;tertiary;Generála Šišky;tertiary;346.0;high;;;;
32405641;attr_changed;classification;highway;secondary;tertiary;Meteorologická;tertiary;475.5;high;;;;
32843784;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;197.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
32955232;attr_changed;classification;highway;residential;residential|unclassified;K Nové Vsi|Prokopské údolí;residential|unclassified;1122.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33181043;attr_changed;classification;highway;residential;residential|unclassified;K Nové Vsi|Prokopské údolí;residential|unclassified;1122.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33181048;attr_changed;classification;highway;residential;residential|unclassified;K Nové Vsi|Prokopské údolí;residential|unclassified;1122.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33235606;attr_changed;classification;highway;trunk;trunk|trunk_link;Jižní spojka;trunk|trunk_link;2829.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33235611;attr_changed;classification;highway;trunk;trunk|trunk_link;Jižní spojka;trunk|trunk_link;2829.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33262490;attr_changed;classification;highway;primary;trunk;Průmyslová;trunk;252.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33262495;attr_changed;classification;highway;primary;trunk;Průmyslová;trunk;100.2;high;;;;
33272579;attr_changed;classification;highway;tertiary_link;secondary_link;Přetlucká;secondary_link;52.4;high;;;;
33281723;attr_changed;classification;highway;secondary;tertiary;Na Slupi;tertiary;121.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33281724;attr_changed;classification;highway;secondary;tertiary;Na Slupi;tertiary;60.7;high;;;;
33755805;attr_changed;classification;highway;secondary;tertiary;K Horkám;tertiary;283.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33757188;attr_changed;classification;highway;primary;secondary;Argentinská|most Barikádníků;secondary;414.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33757189;attr_changed;classification;highway;primary;secondary;most Barikádníků;secondary;152.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
33757823;attr_changed;classification;highway;secondary;tertiary;Dvořákovo nábřeží|nábřeží Ludvíka Svobody;tertiary;231.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
34148247;attr_changed;classification;highway;secondary;primary;Davídkova;primary;191.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
34172839;attr_changed;classification;highway;secondary;tertiary_link;;tertiary_link;67.2;high;;;;
34185880;attr_changed;classification;highway;primary;residential;Klimentská;residential;76.8;high;;;;
34185881;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;86.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
34185882;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;103.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
34185883;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;103.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
34185884;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;86.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
34185885;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;49.5;high;;;;
36283033;attr_changed;classification;highway;unclassified;residential;Měděnecká;residential;49.4;high;;;;
36283034;attr_changed;classification;highway;unclassified;residential;Tušimická;residential;193.3;high;;;;
36283041;attr_changed;classification;highway;residential|unclassified;residential;Pihelská;residential;186.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
37576619;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;71.7;high;;;;
37576621;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;157.2;high;;;;
38089602;attr_changed;classification;highway;secondary;tertiary;Vrbova;tertiary;526.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
39364092;attr_changed;classification;highway;secondary;tertiary;Libušská;tertiary;295.9;high;;;;
39507070;attr_changed;classification;highway;residential;primary_link;Na Žertvách;primary_link;89.2;high;;;;
39534340;attr_changed;classification;highway;tertiary;residential;Štefánikova;residential;44.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
39562377;attr_changed;classification;highway;secondary;tertiary;Lannova;tertiary;29.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
39612782;attr_changed;classification;highway;primary_link;secondary_link;Kongresová;secondary_link;97.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
39969148;attr_changed;classification;highway;residential|secondary;residential|tertiary;Matěchova|Na Strži|Radova;residential|tertiary;58.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
40316234;attr_changed;classification;highway;secondary;residential;Vítězná;residential;59.2;high;;;;
40316235;attr_changed;classification;highway;secondary;residential;Vítězná;residential;69.8;high;;;;
40706224;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;346.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
40706225;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;154.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
40708038;attr_changed;classification;highway;tertiary;trunk_link;;trunk_link;332.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
40708968;attr_changed;classification;highway;primary_link;trunk_link;;trunk_link;101.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
41361766;attr_changed;classification;highway;primary;secondary;Veletržní;secondary;63.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
41361767;attr_changed;classification;highway;primary;secondary;Veletržní;secondary;69.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
41919457;attr_changed;classification;highway;residential;residential|unclassified;K Nové Vsi|Prokopské údolí;residential|unclassified;1797.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
42083118;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;136.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
42083121;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;138.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
42083123;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;138.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
42083124;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;136.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
42474390;attr_changed;classification;highway;primary;secondary_link;Bondyho;secondary_link;107.3;high;;;;
42474391;attr_changed;classification;highway;primary;secondary_link;Bondyho;secondary_link;80.2;high;;;;
42612415;attr_changed;classification;highway;trunk;secondary|trunk;5. května;secondary|trunk;284.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
42934594;attr_changed;classification;highway;secondary;tertiary;Zálesí;tertiary;49.2;high;;;;
43033335;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;470.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
43033336;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;515.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
43034851;attr_changed;classification;highway;residential;living_street;Ke Kálku;living_street;148.2;high;;;;
43034853;attr_changed;classification;highway;residential;living_street;Vojslavická;living_street;167.5;high;;;;
43034854;attr_changed;classification;highway;residential;living_street;Vojslavická;living_street;70.1;high;;;;
43250309;attr_changed;classification;highway;secondary;secondary_link;;secondary_link;71.0;high;;;;
43843341;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;703.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
44099204;attr_changed;classification;highway;tertiary;residential;K Letišti;residential;28.8;high;;;;
44099209;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;168.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
44585813;attr_changed;classification;highway;tertiary;residential|tertiary;Opletalova;residential|tertiary;123.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
48051459;attr_changed;classification;highway;tertiary;residential;K Letišti;residential;57.4;high;;;;
48051460;attr_changed;classification;highway;secondary_link;trunk_link;;trunk_link;57.2;high;;;;
48145105;attr_changed;classification;highway;secondary;tertiary;Generála Šišky;tertiary;12.0;high;;;;
48145106;attr_changed;classification;highway;secondary;tertiary;Generála Šišky;tertiary;189.9;high;;;;
48164346;attr_changed;classification;highway;secondary;tertiary;K Horkám;tertiary;124.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
48164347;attr_changed;classification;highway;secondary;tertiary;K Horkám|K Horkám;tertiary;171.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
48966519;attr_changed;classification;highway;secondary;trunk;Aviatická;trunk;81.7;high;;;;
49824956;attr_changed;classification;highway;secondary_link;trunk_link;;trunk_link;214.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
50329530;attr_changed;classification;highway;residential;living_street;Košátecká;living_street;178.2;high;;;;
51371473;attr_changed;classification;highway;secondary;tertiary;Vídeňská;tertiary;160.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
51371477;attr_changed;classification;highway;secondary;tertiary;Olbrachtova;tertiary;179.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
51372604;attr_changed;classification;highway;primary;secondary;U Rustonky;secondary;129.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
51372607;attr_changed;classification;highway;primary;secondary;U Rustonky;secondary;80.5;high;;;;
52057242;attr_changed;classification;highway;primary;secondary;Patočkova;secondary;75.1;high;;;;
52722866;attr_changed;classification;highway;tertiary;secondary_link;U Divadla;secondary_link;94.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
52731105;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;406.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
52731106;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;11.2;high;;;;
53537133;attr_changed;classification;highway;residential;secondary;Myslbekova;secondary;24.8;high;;;;
55445690;attr_changed;classification;highway;secondary;tertiary;Vrbova;tertiary;67.3;high;;;;
55445691;attr_changed;classification;highway;secondary;tertiary;Vrbova;tertiary;994.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
55445761;attr_changed;classification;highway;secondary_link;tertiary_link;;tertiary_link;34.6;high;;;;
56183634;attr_changed;classification;highway;secondary;residential;Karmelitská;residential;196.2;high;;;;
57716822;attr_changed;classification;highway;secondary;tertiary;Hostivařské náměstí|Pražská;tertiary;65.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
59450695;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;25.1;high;;;;
59450697;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;852.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
59450699;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;764.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
59450704;attr_changed;classification;highway;primary;secondary;K Barrandovu;secondary;852.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
60581981;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;89.1;high;;;;
60808015;attr_changed;classification;highway;primary;secondary;Patočkova;secondary;286.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
61226798;attr_changed;classification;highway;residential;living_street;U Sportoviště;living_street;64.0;high;;;;
61235979;attr_changed;classification;highway;tertiary;residential;Na Poříčí;residential;105.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
62182539;attr_changed;classification;highway;secondary;tertiary;Hostivařské náměstí|K Horkám|K Horkám;tertiary;170.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
62182540;attr_changed;classification;highway;secondary;tertiary;Hostivařské náměstí|K Horkám|K Horkám;tertiary;170.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
66473477;attr_changed;classification;highway;secondary;tertiary;Michelská;tertiary;657.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
66473486;attr_changed;classification;highway;secondary;tertiary;Vídeňská;tertiary;518.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
66473488;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;456.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
68172942;attr_changed;classification;highway;primary;secondary;Legerova;secondary;142.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
72899031;attr_changed;classification;highway;secondary;secondary|tertiary;Mírového hnutí;secondary|tertiary;237.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
72899036;attr_changed;classification;highway;secondary;secondary|tertiary;Mírového hnutí;secondary|tertiary;237.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
73227602;attr_changed;classification;highway;secondary;tertiary;Vídeňská;tertiary;74.1;high;;;;
73227605;attr_changed;classification;highway;secondary;tertiary;Branická;tertiary;38.2;high;;;;
73227606;attr_changed;classification;highway;secondary;tertiary_link;;tertiary_link;50.1;high;;;;
73227608;attr_changed;classification;highway;secondary;tertiary;Novodvorská;tertiary;10.0;high;;;;
73227620;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;470.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
73227621;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;80.2;high;;;;
73227624;attr_changed;classification;highway;secondary;tertiary;Zálesí;tertiary;48.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
73227634;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;33.6;high;;;;
73228939;attr_changed;classification;highway;secondary;tertiary;Modřanská;tertiary;515.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
74585289;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;123.8;high;;;;
74666460;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;653.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
77809375;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;168.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
77809376;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;10.1;high;;;;
77809540;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;197.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
77811152;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;380.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
77811153;attr_changed;classification;highway;primary;secondary;Milady Horákové;secondary;260.4;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79255074;attr_changed;classification;highway;secondary;tertiary;Michelská;tertiary;239.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79255077;attr_changed;classification;highway;secondary;tertiary;Michelská;tertiary;239.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79255078;attr_changed;classification;highway;secondary;tertiary;Michelská;tertiary;10.4;high;;;;
79258181;attr_changed;classification;highway;secondary;tertiary;Vídeňská;tertiary;563.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79258182;attr_changed;classification;highway;secondary;tertiary;Vídeňská;tertiary;518.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79258183;attr_changed;classification;highway;secondary;tertiary;Vídeňská;tertiary;563.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79258184;attr_changed;classification;highway;secondary;tertiary;Vídeňská;tertiary;208.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79258185;attr_changed;classification;highway;secondary;tertiary;Vídeňská;tertiary;163.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79263888;attr_changed;classification;highway;primary;secondary;Argentinská;secondary;182.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79265858;attr_changed;classification;highway;secondary;tertiary;Zálesí;tertiary;186.5;high;;;;
79265861;attr_changed;classification;highway;secondary;tertiary;Zálesí;tertiary;169.1;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79274523;attr_changed;classification;highway;secondary;residential;Zborovská;residential;45.1;high;;;;
79274524;attr_changed;classification;highway;secondary;residential;Zborovská;residential;62.2;high;;;;
79570251;attr_changed;classification;highway;secondary;tertiary;Komořanská;tertiary;41.1;high;;;;
79570257;attr_changed;classification;highway;secondary;tertiary;Komořanská;tertiary;1072.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
79748723;attr_changed;classification;highway;secondary;residential;Zborovská;residential;59.3;high;;;;
81301513;attr_changed;classification;highway;residential|unclassified;residential;Na Hvězdárně;residential;535.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
81940421;attr_changed;classification;highway;secondary;tertiary;K Horkám;tertiary;158.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
82827981;attr_changed;classification;highway;trunk;trunk_link;;trunk_link;173.9;high;;;;
83103567;attr_changed;classification;highway;residential;living_street;Za Fořtem;living_street;195.1;high;;;;
83103569;attr_changed;classification;highway;residential;living_street;Na Rovném;living_street;83.3;high;;;;
83145746;attr_changed;classification;highway;secondary;tertiary;Svobodova;tertiary;185.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
83279105;attr_changed;classification;highway;secondary;tertiary;K Horkám;tertiary;111.7;high;;;;
83279106;attr_changed;classification;highway;secondary_link;tertiary_link;;tertiary_link;71.4;high;;;;
85249759;attr_changed;classification;highway;primary;secondary;U Výstaviště;secondary;110.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
85251494;attr_changed;classification;highway;primary;secondary;Veletržní;secondary;108.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
85354317;attr_changed;classification;highway;secondary;primary_link;;primary_link;169.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
87249763;attr_changed;classification;highway;tertiary;residential|tertiary;Mánesův most;residential|tertiary;67.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
87509349;attr_changed;classification;highway;tertiary_link;secondary_link;;secondary_link;36.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
87509353;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;29.4;high;;;;
87509354;attr_changed;classification;highway;tertiary_link;secondary_link;;secondary_link;20.2;high;;;;
88375321;attr_changed;classification;highway;trunk_link;primary_link;;primary_link;37.6;high;;;;
88375330;attr_changed;classification;highway;secondary_link;trunk_link;;trunk_link;137.5;high;;;;
88375334;attr_changed;classification;highway;primary_link;tertiary;Dostihová;tertiary;16.6;high;;;;
93709831;attr_changed;classification;highway;secondary;tertiary;Dvořákovo nábřeží;tertiary;350.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
93712180;attr_changed;classification;highway;tertiary;secondary;U Tvrze;secondary;140.5;high;;;;
94838187;attr_changed;classification;highway;primary;secondary;Ostrovského;secondary;157.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
95594099;attr_changed;classification;highway;primary;secondary;Radlická;secondary;334.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
95594103;attr_changed;classification;highway;primary;secondary;Radlická;secondary;334.3;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
95598747;attr_changed;classification;highway;primary;secondary;Kartouzská;secondary;316.2;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
95598765;attr_changed;classification;highway;primary;secondary;Patočkova;secondary;31.5;high;;;;
97540687;attr_changed;classification;highway;primary;secondary;Ostrovského;secondary;157.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
98965023;attr_changed;classification;highway;primary_link;secondary_link;;secondary_link;59.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
100907514;attr_changed;classification;highway;tertiary;residential;Opletalova;residential;153.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
100907515;attr_changed;classification;highway;tertiary;residential;Opletalova;residential;187.7;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
104760421;attr_changed;classification;highway;primary;secondary;Sokolovská;secondary;204.6;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
104760423;attr_changed;classification;highway;primary;secondary;Sokolovská;secondary;109.0;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
104882573;attr_changed;classification;highway;secondary_link;primary_link;;primary_link;40.4;high;;;;
106502242;attr_changed;classification;highway;primary;secondary;nábřeží Kapitána Jaroše;secondary;436.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
106502246;attr_changed;classification;highway;primary;secondary;Vrbenského;secondary;247.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
106502250;attr_changed;classification;highway;primary;secondary;nábřeží Kapitána Jaroše;secondary;141.5;high;;;;
106518154;attr_changed;classification;highway;secondary;residential;most Legií;residential;362.9;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
106520840;attr_changed;classification;highway;primary;secondary;Hořejší nábřeží;secondary;81.8;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
106630437;attr_changed;classification;highway;secondary;tertiary;Vyskočilova;tertiary;193.5;low;hodnota odvozena ze sloučené hrany – ověřit ručně;;;
106630438;attr_changed;classification;highway;secondary;tertiary;Vyskočilova;tertiary;10.6;high;;;;
